date,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,temp,humidity,wind_speed,aqi_pm25,aqi_pm10,aqi,month,day,day_of_week,pm2_5_lag_1d,pm2_5_lag_2d,aqi_lag_1d
2024-12-30,39.72,40.46,28.9,19.3,1220.12,86.08,19.6,32.92,8.2,111,37,111,12,30,0,28.27,25.41,85
2024-12-31,39.08,40.03,30.85,18.66,1384.08,73.08,19.81,34.67,6.24,110,37,110,12,31,1,39.72,28.27,111
2025-01-01,37.53,40.68,20.75,17.97,972.75,90.92,20.41,35.08,8.12,106,38,106,1,1,2,39.08,39.72,110
2025-01-02,51.34,55.4,32.39,23.76,1431.67,89.88,19.83,45.58,7.13,140,51,140,1,2,3,37.53,39.08,106
2025-01-03,66.61,72.96,35.8,30.42,1241.04,98.17,19.89,55.08,6.25,157,60,157,1,3,4,51.34,37.53,140
2025-01-04,51.68,69.33,36.07,24.81,776.33,65.79,20.59,54.83,9.59,141,58,141,1,4,5,66.61,51.34,157
2025-01-05,40.22,55.07,39.32,26.18,908.67,67.33,18.08,46.83,6.61,113,51,113,1,5,6,51.68,66.61,141
2025-01-06,31.08,35.26,41.31,21.63,1103.71,53.67,18.48,37.83,6.6,91,33,91,1,6,0,40.22,51.68,113
2025-01-07,21.92,22.95,31.35,15.6,958.92,73.96,18.83,24.42,7.67,72,21,72,1,7,1,31.08,40.22,91
2025-01-08,27.83,28.09,37.44,30.14,1175.42,75.5,17.75,36.79,6.05,84,26,84,1,8,2,21.92,31.08,72
2025-01-09,33.83,34.53,44.03,24.17,1418.38,70.0,18.62,51.5,6.09,97,32,97,1,9,3,27.83,21.92,84
2025-01-10,45.69,46.36,53.06,24.42,1071.21,63.62,19.91,38.58,6.96,126,43,126,1,10,4,33.83,27.83,97
2025-01-11,45.13,45.47,41.83,28.9,1102.5,74.83,19.98,43.08,6.02,125,42,125,1,11,5,45.69,33.83,126
2025-01-12,41.62,41.75,35.41,22.98,1100.96,87.38,19.94,34.62,8.58,116,39,116,1,12,6,45.13,45.69,125
2025-01-13,53.12,53.94,13.7,16.43,893.71,104.38,18.73,41.38,12.8,144,50,144,1,13,0,41.62,45.13,116
2025-01-14,55.85,57.77,30.59,19.36,951.75,85.88,18.35,52.38,8.04,151,52,151,1,14,1,53.12,41.62,144
2025-01-15,55.61,61.24,37.36,21.05,1064.67,74.42,19.42,52.54,7.17,151,54,151,1,15,2,55.85,53.12,151
2025-01-16,69.3,78.48,45.83,34.14,1367.67,80.96,18.88,54.17,6.3,158,63,158,1,16,3,55.61,55.85,151
2025-01-17,37.28,42.33,22.53,17.28,769.46,90.08,19.38,39.25,11.74,105,39,105,1,17,4,69.3,55.61,158
2025-01-18,43.68,45.75,19.83,17.95,782.79,102.0,19.78,35.08,11.44,121,42,121,1,18,5,37.28,69.3,105
2025-01-19,46.45,47.63,25.98,19.41,1000.92,97.12,19.83,33.58,7.54,128,44,128,1,19,6,43.68,37.28,121
2025-01-20,56.42,57.63,29.4,24.24,1320.12,98.12,20.35,39.29,8.63,151,52,151,1,20,0,46.45,43.68,128
2025-01-21,49.12,53.02,27.35,24.33,1226.21,101.83,19.7,50.42,7.34,135,49,135,1,21,1,56.42,46.45,151
2025-01-22,30.97,41.13,27.66,17.64,728.88,79.33,20.61,60.08,7.78,91,38,91,1,22,2,49.12,56.42,135
2025-01-23,31.82,38.18,30.1,15.1,657.25,70.04,20.6,36.12,8.36,92,35,92,1,23,3,30.97,49.12,91
2025-01-24,16.2,19.65,17.01,11.55,640.83,89.79,20.5,25.12,11.3,60,18,60,1,24,4,31.82,30.97,92
2025-01-25,22.58,26.01,29.99,17.35,1166.71,79.5,20.4,27.88,8.45,73,24,73,1,25,5,16.2,31.82,60
2025-01-26,34.1,39.08,46.46,27.61,967.83,61.0,19.6,40.42,6.92,97,36,97,1,26,6,22.58,16.2,73
2025-01-27,38.51,44.62,46.96,28.03,970.58,53.83,19.84,62.92,6.39,108,41,108,1,27,0,34.1,22.58,97
2025-01-28,31.02,33.58,42.39,25.52,803.0,53.25,19.84,75.29,6.7,91,31,91,1,28,1,38.51,34.1,108
2025-01-29,22.12,40.12,24.34,12.88,543.33,68.88,21.45,80.5,8.68,72,37,72,1,29,2,31.02,38.51,91
2025-01-30,33.32,74.84,22.17,14.41,591.08,78.46,21.45,51.58,8.4,96,61,96,1,30,3,22.12,31.02,72
2025-01-31,34.17,91.18,18.39,14.92,429.17,75.17,19.4,29.0,11.46,97,69,97,1,31,4,33.32,22.12,96
2025-02-01,43.71,102.58,36.0,17.71,666.75,65.5,18.82,43.92,7.41,121,75,121,2,1,5,34.17,33.32,97
2025-02-02,24.62,30.96,25.1,13.04,678.04,80.46,20.78,26.75,9.05,77,29,77,2,2,6,43.71,34.17,121
2025-02-03,27.35,35.43,15.3,17.9,648.42,105.25,20.66,33.42,9.57,83,33,83,2,3,0,24.62,43.71,77
2025-02-04,18.31,34.52,16.38,11.02,481.58,93.38,20.79,49.46,10.1,64,32,64,2,4,1,27.35,24.62,83
2025-02-05,22.37,37.58,29.35,16.95,731.83,73.12,20.14,43.54,7.76,73,35,73,2,5,2,18.31,27.35,64
2025-02-06,24.44,31.72,34.0,14.68,746.46,64.25,21.11,29.17,9.41,77,29,77,2,6,3,22.37,18.31,73
2025-02-07,18.01,25.28,21.12,12.04,563.38,83.58,22.78,18.33,10.5,63,23,63,2,7,4,24.44,22.37,77
2025-02-08,29.71,37.54,27.28,18.38,801.96,86.42,21.95,26.96,8.54,88,35,88,2,8,5,18.01,24.44,63
2025-02-09,35.72,38.23,35.0,24.08,864.33,80.38,21.12,39.04,7.43,102,35,102,2,9,6,29.71,18.01,88
2025-02-10,26.23,28.83,23.86,16.1,551.54,87.08,21.48,71.25,9.19,81,27,81,2,10,0,35.72,29.71,102
2025-02-11,29.52,79.68,18.04,12.54,447.92,79.12,23.01,75.96,10.45,88,63,88,2,11,1,26.23,35.72,81
2025-02-12,50.8,114.4,34.93,22.66,853.21,70.88,23.26,58.75,7.02,139,80,139,2,12,2,29.52,26.23,88
2025-02-13,49.95,86.0,42.07,29.36,989.71,68.67,23.15,47.83,6.55,137,66,137,2,13,3,50.8,29.52,139
2025-02-14,27.46,57.6,22.55,12.7,428.83,72.88,23.98,65.25,10.38,83,52,83,2,14,4,49.95,50.8,137
2025-02-15,29.41,67.02,16.98,11.01,359.71,81.62,24.74,66.88,12.78,87,57,87,2,15,5,27.46,49.95,83
2025-02-16,24.62,57.38,17.28,10.57,424.67,78.71,24.76,67.75,10.47,77,52,77,2,16,6,29.41,27.46,87
2025-02-17,27.4,50.85,28.32,17.37,774.46,83.38,25.22,60.38,7.25,83,47,83,2,17,0,24.62,29.41,77
2025-02-18,22.31,50.94,24.25,12.5,603.67,67.12,25.35,61.12,8.96,72,47,72,2,18,1,27.4,24.62,83
2025-02-19,18.71,49.0,13.42,9.22,343.0,79.33,25.5,61.25,14.21,65,45,65,2,19,2,22.31,27.4,72
2025-02-20,35.97,120.54,24.38,16.92,641.42,83.0,25.88,46.79,8.06,102,83,102,2,20,3,18.71,22.31,65
2025-02-21,48.15,128.28,35.72,24.17,1043.12,56.75,24.73,46.5,5.64,132,87,132,2,21,4,35.97,18.71,102
2025-02-22,36.55,55.11,35.12,26.2,883.46,84.58,23.71,44.12,7.32,104,51,104,2,22,5,48.15,35.97,132
2025-02-23,30.3,42.69,31.16,20.82,655.46,77.38,22.97,74.79,7.13,89,40,89,2,23,6,36.55,48.15,104
2025-02-24,22.81,47.98,34.07,24.28,627.92,58.12,23.35,79.58,6.75,74,44,74,2,24,0,30.3,36.55,89
2025-02-25,34.01,79.83,47.03,33.33,881.58,40.33,24.24,65.83,5.67,97,63,97,2,25,1,22.81,30.3,74
2025-02-26,21.83,51.53,37.78,21.52,555.75,41.29,24.16,69.71,6.81,71,48,71,2,26,2,34.01,22.81,97
2025-02-27,16.57,28.08,23.66,14.87,365.67,52.96,23.52,80.08,9.62,60,26,60,2,27,3,21.83,34.01,71
2025-02-28,28.02,59.41,12.95,10.55,299.54,89.79,24.26,74.42,14.95,84,53,84,2,28,4,16.57,21.83,60
2025-03-01,29.23,56.58,17.61,14.02,427.33,97.83,24.01,70.88,10.86,87,52,87,3,1,5,28.02,16.57,84
2025-03-02,27.39,43.05,22.08,16.72,608.17,92.25,22.68,69.0,8.52,83,40,83,3,2,6,29.23,28.02,87
2025-03-03,27.92,74.98,14.93,11.62,363.62,86.04,24.19,71.62,12.08,84,61,84,3,3,0,27.39,29.23,83
2025-03-04,36.36,102.96,25.94,14.06,582.54,79.12,24.22,31.21,7.95,103,75,103,3,4,1,27.92,27.39,84
2025-03-05,21.12,36.38,23.49,15.24,600.04,90.5,23.1,23.17,8.38,70,34,70,3,5,2,36.36,27.92,103
2025-03-06,20.36,33.47,25.05,17.14,547.46,88.04,24.75,57.12,9.03,68,31,68,3,6,3,21.12,36.36,70
2025-03-07,22.67,46.3,25.48,16.23,753.88,88.71,26.1,54.83,7.54,73,43,73,3,7,4,20.36,21.12,68
2025-03-08,22.82,69.52,20.35,12.15,524.5,74.25,28.01,41.54,9.82,74,58,74,3,8,5,22.67,20.36,73
2025-03-09,27.74,59.28,28.66,18.37,619.29,84.79,28.67,41.75,8.01,84,53,84,3,9,6,22.82,22.67,74
2025-03-10,25.43,45.25,34.2,17.78,697.96,60.42,28.5,42.67,8.0,79,42,79,3,10,0,27.74,22.82,84
2025-03-11,22.56,32.1,36.83,17.52,680.5,60.62,27.45,48.5,8.1,73,30,73,3,11,1,25.43,27.74,79
2025-03-12,18.25,26.89,25.2,13.65,524.04,63.29,26.87,62.38,9.14,64,25,64,3,12,2,22.56,25.43,73
2025-03-13,15.59,30.54,16.54,10.52,412.25,81.96,27.8,62.54,11.85,58,28,58,3,13,3,18.25,22.56,64
2025-03-14,24.56,66.84,12.87,10.2,344.67,89.33,27.55,60.96,14.43,77,57,77,3,14,4,15.59,18.25,58
2025-03-15,28.85,66.59,16.57,14.78,450.96,103.67,27.01,49.25,9.72,86,57,86,3,15,5,24.56,15.59,77
2025-03-16,26.4,64.0,20.94,14.99,509.25,99.12,26.79,43.17,9.74,81,55,81,3,16,6,28.85,24.56,86
2025-03-17,29.11,58.99,35.01,19.07,574.88,70.96,26.36,43.79,8.96,87,53,87,3,17,0,26.4,28.85,81
2025-03-18,16.53,37.2,21.31,13.77,644.08,82.46,25.45,62.42,8.23,60,34,60,3,18,1,29.11,26.4,87
2025-03-19,14.37,26.8,17.66,11.6,442.25,81.67,25.68,65.21,11.08,56,25,56,3,19,2,16.53,29.11,60
2025-03-20,15.92,28.85,17.7,13.73,445.0,85.79,26.24,69.75,9.96,59,27,59,3,20,3,14.37,16.53,56
2025-03-21,18.32,34.79,18.61,13.95,540.0,91.33,26.78,64.5,9.52,64,32,64,3,21,4,15.92,14.37,59
2025-03-22,20.88,42.43,19.82,12.96,501.29,90.21,26.75,64.42,9.74,69,39,69,3,22,5,18.32,15.92,64
2025-03-23,13.85,18.6,22.55,13.87,468.54,84.79,27.8,52.92,9.94,55,17,55,3,23,6,20.88,18.32,69
2025-03-24,9.92,12.15,19.77,12.06,394.71,84.46,27.55,45.83,11.79,41,11,41,3,24,0,13.85,20.88,55
2025-03-25,13.98,19.58,17.26,12.97,329.46,82.38,25.65,71.96,11.93,55,18,55,3,25,1,9.92,13.85,41
2025-03-26,15.88,28.18,14.95,11.6,349.83,105.04,26.03,70.0,12.93,59,26,59,3,26,2,13.98,9.92,55
2025-03-27,27.17,82.36,14.68,11.1,414.96,110.92,27.14,42.21,11.44,83,65,83,3,27,3,15.88,13.98,59
2025-03-28,27.45,93.36,22.61,16.41,549.29,108.96,26.18,23.62,9.82,83,70,83,3,28,4,27.17,15.88,83
2025-03-29,28.59,55.92,34.62,15.8,776.42,88.79,26.95,22.46,7.65,86,51,86,3,29,5,27.45,27.17,83
2025-03-30,21.58,38.6,23.03,18.87,530.71,117.54,26.5,39.88,9.55,71,36,71,3,30,6,28.59,27.45,86
2025-03-31,19.0,38.51,22.58,15.95,627.33,93.54,26.05,65.54,8.11,66,36,66,3,31,0,21.58,28.59,71
2025-04-01,25.32,62.51,27.43,18.48,588.62,89.67,27.14,62.38,7.99,79,55,79,4,1,1,19.0,21.58,66
2025-04-02,25.82,44.03,35.0,21.75,689.0,80.71,27.1,60.54,6.88,80,41,80,4,2,2,25.32,19.0,79
2025-04-03,22.55,37.3,29.14,16.51,571.5,83.12,27.34,65.96,8.98,73,35,73,4,3,3,25.82,25.32,80
2025-04-04,18.88,29.09,26.4,16.27,646.08,99.38,27.96,61.21,8.71,65,27,65,4,4,4,22.55,25.82,73
2025-04-05,11.25,14.71,18.06,11.4,402.29,90.38,28.47,60.67,11.01,47,14,47,4,5,5,18.88,22.55,65
2025-04-06,12.25,28.7,13.52,8.98,348.62,96.0,30.26,42.17,15.28,51,27,51,4,6,6,11.25,18.88,47
2025-04-07,13.3,21.35,14.65,9.61,390.5,96.0,29.13,54.29,14.06,54,20,54,4,7,0,12.25,11.25,51
2025-04-08,22.75,37.69,20.56,13.46,450.58,82.83,28.02,71.5,9.54,73,35,73,4,8,1,13.3,12.25,54
2025-04-09,21.05,41.84,21.41,13.76,449.96,74.96,27.67,76.58,9.85,70,39,70,4,9,2,22.75,13.3,73
2025-04-10,17.16,35.22,15.82,12.12,308.38,80.38,27.69,77.38,11.89,62,33,62,4,10,3,21.05,22.75,70
2025-04-11,22.39,47.68,14.53,11.02,347.21,82.58,28.01,76.96,11.73,73,44,73,4,11,4,17.16,21.05,62
2025-04-12,21.64,48.38,15.11,10.75,379.54,87.83,29.44,65.54,10.74,71,45,71,4,12,5,22.39,17.16,73
2025-04-13,15.76,32.27,10.58,9.81,294.42,78.58,28.59,72.71,13.68,59,30,59,4,13,6,21.64,22.39,71
2025-04-14,15.95,29.43,10.45,9.2,287.17,76.17,28.28,76.29,16.29,59,27,59,4,14,0,15.76,21.64,59
2025-04-15,17.75,37.0,10.48,9.95,279.71,76.96,28.7,77.08,14.8,63,34,63,4,15,1,15.95,15.76,59
2025-04-16,18.66,41.79,9.91,9.35,281.83,75.21,29.01,71.88,14.55,65,39,65,4,16,2,17.75,15.95,63
2025-04-17,14.72,31.42,9.82,8.57,276.54,73.21,29.35,67.29,16.78,57,29,57,4,17,3,18.66,17.75,65
2025-04-18,17.25,37.52,9.38,9.67,269.92,92.92,28.78,71.38,14.98,62,35,62,4,18,4,14.72,18.66,57
2025-04-19,52.3,209.78,9.87,10.98,314.21,105.5,29.95,60.12,13.9,142,128,142,4,19,5,17.25,14.72,62
2025-04-20,51.39,183.68,14.8,11.75,454.0,99.62,31.24,40.33,11.63,140,115,140,4,20,6,52.3,17.25,142
2025-04-21,45.1,135.11,18.12,15.55,471.92,100.92,30.25,44.54,9.97,125,91,125,4,21,0,51.39,52.3,140
2025-04-22,34.65,89.42,19.95,16.17,532.83,97.08,29.33,59.29,7.88,98,68,98,4,22,1,45.1,51.39,125
2025-04-23,28.83,81.21,17.13,12.28,440.04,88.29,28.96,66.38,9.4,86,64,86,4,23,2,34.65,45.1,98
2025-04-24,20.9,44.6,14.53,11.08,383.58,96.0,29.08,69.5,11.52,70,41,70,4,24,3,28.83,34.65,86
2025-04-25,22.5,54.17,14.72,11.48,405.21,86.33,28.86,75.71,9.3,73,51,73,4,25,4,20.9,28.83,70
2025-04-26,25.85,69.32,18.1,12.7,369.71,96.17,31.1,56.42,11.62,80,58,80,4,26,5,22.5,20.9,73
2025-04-27,28.21,71.26,18.66,11.76,409.04,79.54,30.38,62.62,10.41,85,59,85,4,27,6,25.85,22.5,80
2025-04-28,22.23,47.9,15.36,10.28,367.83,83.0,30.94,59.79,11.93,72,44,72,4,28,0,28.21,25.85,85
2025-04-29,13.51,20.4,12.87,8.76,322.33,90.46,31.59,51.67,14.72,54,19,54,4,29,1,22.23,28.21,72
2025-04-30,14.65,24.42,11.11,8.87,294.75,82.08,31.03,56.79,14.7,56,23,56,4,30,2,13.51,22.23,54
2025-05-01,15.68,25.24,10.01,9.07,282.08,81.79,30.18,65.17,14.7,59,23,59,5,1,3,14.65,13.51,56
2025-05-02,16.5,27.35,10.4,9.57,271.17,77.54,29.94,70.67,14.61,60,25,60,5,2,4,15.68,14.65,59
2025-05-03,17.33,31.31,14.92,11.85,305.08,80.96,30.09,71.42,12.28,62,29,62,5,3,5,16.5,15.68,60
2025-05-04,18.74,30.88,14.06,11.1,351.46,82.46,30.0,71.0,11.28,65,29,65,5,4,6,17.33,16.5,62
2025-05-05,25.97,69.09,17.51,14.52,525.5,84.38,29.73,68.92,7.45,80,58,80,5,5,0,18.74,17.33,65
2025-05-06,36.07,93.62,25.56,21.88,492.62,83.17,29.65,74.67,8.59,102,70,102,5,6,1,25.97,18.74,80
2025-05-07,21.89,53.84,15.64,21.22,397.12,74.67,29.75,75.75,7.7,72,50,72,5,7,2,36.07,25.97,102
2025-05-08,21.32,47.05,19.0,17.21,313.54,53.79,29.59,75.67,7.19,70,44,70,5,8,3,21.89,36.07,72
2025-05-09,28.43,70.41,16.47,18.02,341.0,63.17,29.83,72.0,8.28,85,59,85,5,9,4,21.32,21.89,70
2025-05-10,29.58,69.45,13.6,16.88,275.83,70.54,30.04,70.17,11.07,88,58,88,5,10,5,28.43,21.32,85
2025-05-11,33.91,77.57,10.46,13.25,259.29,77.08,29.7,76.04,12.92,97,62,97,5,11,6,29.58,28.43,88
2025-05-12,30.67,75.21,9.25,12.08,240.25,86.67,29.48,76.42,13.78,90,61,90,5,12,0,33.91,29.58,97
2025-05-13,19.65,37.44,9.69,12.2,244.75,85.42,29.56,77.0,12.6,67,35,67,5,13,1,30.67,33.91,90
2025-05-14,22.5,45.26,12.63,13.3,294.33,83.0,30.46,75.67,10.74,73,42,73,5,14,2,19.65,30.67,67
2025-05-15,21.75,44.94,15.57,13.67,314.83,80.67,30.46,75.71,10.35,71,42,71,5,15,3,22.5,19.65,73
2025-05-16,19.52,37.32,14.47,12.35,289.0,72.83,30.15,79.29,11.18,67,35,67,5,16,4,21.75,22.5,71
2025-05-17,18.41,37.87,12.54,13.1,250.21,66.04,30.14,74.75,11.99,64,35,64,5,17,5,19.52,21.75,67
2025-05-18,16.88,33.74,11.81,14.39,256.08,62.08,30.15,73.33,10.22,61,31,61,5,18,6,18.41,19.52,64
2025-05-19,18.47,40.05,11.39,13.0,222.62,58.12,30.01,72.62,12.13,64,37,64,5,19,0,16.88,18.41,61
2025-05-20,23.05,69.88,8.48,12.09,208.42,62.62,30.38,70.88,13.72,74,58,74,5,20,1,18.47,16.88,64
2025-05-21,27.41,105.1,8.91,13.27,218.96,70.21,30.21,72.67,13.98,83,76,83,5,21,2,23.05,18.47,74
2025-05-22,22.94,83.22,10.11,12.89,221.79,65.29,29.94,74.71,13.74,74,65,74,5,22,3,27.41,23.05,83
2025-05-23,18.75,54.18,10.46,11.43,211.67,64.83,30.2,73.96,14.97,65,51,65,5,23,4,22.94,27.41,74
2025-05-24,21.72,57.25,8.74,11.54,209.12,67.71,30.55,72.67,15.45,71,52,71,5,24,5,18.75,22.94,65
2025-05-25,27.67,68.56,8.67,11.59,213.08,67.08,30.92,75.0,14.53,84,58,84,5,25,6,21.72,18.75,71
2025-05-26,28.4,62.32,10.03,12.16,222.38,67.33,31.25,74.0,14.25,85,55,85,5,26,0,27.67,21.72,84
2025-05-27,22.86,47.43,8.29,10.68,211.83,66.54,30.79,74.62,16.01,74,44,74,5,27,1,28.4,27.67,85
2025-05-28,26.78,67.38,11.33,12.91,275.08,75.5,30.83,78.5,13.1,82,57,82,5,28,2,22.86,28.4,74
2025-05-29,33.96,126.79,12.83,12.76,386.5,94.67,32.32,66.25,11.05,97,87,97,5,29,3,26.78,22.86,82
2025-05-30,38.18,149.12,9.08,7.7,256.92,97.96,32.6,58.79,18.04,108,98,108,5,30,4,33.96,26.78,97
2025-05-31,35.0,136.88,7.06,8.34,234.42,87.79,31.35,72.71,18.18,99,92,99,5,31,5,38.18,33.96,108
2025-06-01,36.33,141.98,9.58,9.35,289.38,83.0,31.92,64.75,15.26,103,94,103,6,1,6,35.0,38.18,99
2025-06-02,43.34,188.16,8.98,10.19,253.58,82.92,30.65,75.21,15.55,120,117,120,6,2,0,36.33,35.0,103
2025-06-03,29.61,90.02,8.17,9.28,245.88,82.83,29.85,79.04,15.93,88,68,88,6,3,1,43.34,36.33,120
2025-06-04,29.2,84.2,8.67,11.15,217.62,77.0,30.1,73.88,15.28,87,65,87,6,4,2,29.61,43.34,88
2025-06-05,24.42,72.9,8.99,11.85,211.5,67.17,30.26,69.62,12.72,77,60,77,6,5,3,29.2,29.61,87
2025-06-06,25.39,65.81,8.58,11.82,197.25,68.88,30.39,68.0,14.26,79,56,79,6,6,4,24.42,29.2,77
2025-06-07,24.31,67.27,7.9,10.4,187.38,70.29,29.94,70.62,16.99,77,57,77,6,7,5,25.39,24.42,79
2025-06-08,21.95,53.3,7.71,10.5,194.0,75.75,30.0,70.67,16.47,72,49,72,6,8,6,24.31,25.39,77
2025-06-09,22.55,50.15,8.1,10.44,191.08,71.12,30.02,69.58,16.95,73,46,73,6,9,0,21.95,24.31,72
2025-06-10,20.77,48.19,7.07,9.78,196.46,71.29,30.35,67.92,17.83,69,45,69,6,10,1,22.55,21.95,73
2025-06-11,21.54,48.08,7.54,10.5,199.83,70.04,30.38,71.29,16.64,71,45,71,6,11,2,20.77,22.55,69
2025-06-12,17.56,35.6,8.1,10.93,197.12,67.62,30.3,76.46,15.75,62,33,62,6,12,3,21.54,20.77,71
2025-06-13,20.16,52.88,10.7,12.42,242.12,71.62,30.75,79.62,13.32,68,49,68,6,13,4,17.56,21.54,62
2025-06-14,31.06,105.7,13.82,14.58,308.83,77.12,30.4,82.33,11.1,91,76,91,6,14,5,20.16,17.56,68
2025-06-15,34.05,126.36,15.81,14.82,339.33,70.83,30.3,79.79,8.67,97,86,97,6,15,6,31.06,20.16,91
2025-06-16,40.55,117.1,27.65,27.73,339.5,74.92,31.85,74.17,7.56,113,82,113,6,16,0,34.05,31.06,97
2025-06-17,33.02,100.62,16.29,14.99,289.46,70.88,31.9,74.54,11.1,95,74,95,6,17,1,40.55,34.05,113
2025-06-18,22.0,47.86,7.28,10.43,214.46,73.21,30.54,77.33,17.69,72,44,72,6,18,2,33.02,40.55,95
2025-06-19,20.36,48.4,6.08,8.15,197.92,65.62,30.31,75.83,21.34,68,45,68,6,19,3,22.0,33.02,72
2025-06-20,21.16,50.96,7.51,8.61,224.67,63.33,30.01,81.79,18.63,70,47,70,6,20,4,20.36,22.0,68
2025-06-21,20.05,43.6,8.36,9.97,226.25,61.92,30.05,82.92,17.13,68,40,68,6,21,5,21.16,20.36,70
2025-06-22,23.13,57.23,10.46,11.76,245.12,64.92,29.92,81.0,14.67,74,52,74,6,22,6,20.05,21.16,68
2025-06-23,26.6,64.38,11.01,13.11,241.33,66.0,30.23,79.62,13.35,82,56,82,6,23,0,23.13,20.05,74
2025-06-24,30.31,85.3,10.98,14.11,260.92,68.25,30.29,79.29,12.28,89,66,89,6,24,1,26.6,23.13,82
2025-06-25,32.25,83.03,16.3,17.13,367.21,66.17,29.96,78.58,9.41,93,65,93,6,25,2,30.31,26.6,89
2025-06-26,30.06,96.22,17.1,18.09,409.62,56.25,30.91,77.08,6.82,89,71,89,6,26,3,32.25,30.31,93
2025-06-27,34.28,71.84,26.82,20.94,502.04,69.58,29.76,81.96,8.06,98,59,98,6,27,4,30.06,32.25,89
2025-06-28,23.02,46.75,16.85,14.38,436.83,79.58,27.97,88.58,11.28,74,43,74,6,28,5,34.28,30.06,98
2025-06-29,15.12,26.43,16.44,14.92,332.54,67.67,28.91,84.46,12.1,57,24,57,6,29,6,23.02,34.28,74
2025-06-30,24.41,61.58,12.25,11.01,257.33,57.12,29.83,81.54,16.41,77,54,77,6,30,0,15.12,23.02,57
2025-07-01,23.42,56.77,10.93,10.82,246.5,53.88,29.85,81.54,14.33,75,52,75,7,1,1,24.41,15.12,77
2025-07-02,23.08,68.82,11.52,11.95,250.08,53.46,29.79,81.12,13.57,74,58,74,7,2,2,23.42,24.41,75
2025-07-03,27.69,84.24,16.37,16.46,322.25,48.79,29.93,80.38,10.45,84,65,84,7,3,3,23.08,23.42,74
2025-07-04,29.06,84.58,16.55,15.9,286.54,50.62,30.39,78.42,9.99,87,66,87,7,4,4,27.69,23.08,84
2025-07-05,33.28,93.98,11.2,12.74,242.29,68.17,30.93,75.62,11.79,96,70,96,7,5,5,29.06,27.69,87
2025-07-06,27.99,77.71,11.66,12.56,228.54,69.58,30.58,76.25,14.21,84,62,84,7,6,6,33.28,29.06,96
2025-07-07,33.83,92.67,19.41,19.6,313.79,60.5,30.41,76.38,8.95,97,70,97,7,7,0,27.99,33.28,84
2025-07-08,34.8,100.05,16.55,17.96,312.83,70.5,30.7,74.46,9.21,99,73,99,7,8,1,33.83,27.99,97
2025-07-09,32.6,91.85,15.48,15.38,265.25,58.5,30.5,77.58,11.02,94,69,94,7,9,2,34.8,33.83,99
2025-07-10,32.38,99.4,16.2,14.89,270.42,53.83,30.21,76.88,10.45,94,73,94,7,10,3,32.6,34.8,94
2025-07-11,27.99,76.97,15.39,15.21,259.04,52.5,30.4,75.79,11.07,84,62,84,7,11,4,32.38,32.6,94
2025-07-12,25.47,73.87,12.76,12.85,233.08,55.46,30.15,74.33,12.94,79,60,79,7,12,5,27.99,32.38,84
2025-07-13,24.62,79.76,9.77,11.3,223.62,60.5,29.92,74.96,15.21,77,63,77,7,13,6,25.47,27.99,79
2025-07-14,25.21,85.37,9.04,11.22,220.0,64.67,29.86,77.71,15.63,79,66,79,7,14,0,24.62,25.47,77
2025-07-15,29.29,82.06,11.59,13.3,234.17,59.92,29.9,74.17,12.67,87,64,87,7,15,1,25.21,24.62,79
2025-07-16,27.86,74.47,11.62,12.48,242.88,56.38,29.85,73.0,11.73,84,61,84,7,16,2,29.29,25.21,87
2025-07-17,28.16,76.38,11.32,13.84,254.88,54.92,29.68,76.0,12.02,85,62,85,7,17,3,27.86,29.29,84
2025-07-18,26.01,68.88,10.56,14.49,248.54,56.12,30.38,69.25,10.88,80,58,80,7,18,4,28.16,27.86,85
2025-07-19,25.04,66.15,8.57,12.65,206.92,56.83,30.2,73.38,15.42,78,57,78,7,19,5,26.01,28.16,80
2025-07-20,25.32,65.23,10.9,13.91,250.62,50.92,29.72,76.04,13.23,79,56,79,7,20,6,25.04,26.01,78
2025-07-21,28.56,67.71,13.32,14.48,264.42,54.33,29.98,76.42,11.6,86,57,86,7,21,0,25.32,25.04,79
2025-07-22,27.45,66.3,10.64,11.88,232.04,56.5,30.17,74.67,13.55,83,57,83,7,22,1,28.56,25.32,86
2025-07-23,23.74,60.16,8.14,8.92,221.71,57.71,29.4,77.62,18.45,75,54,75,7,23,2,27.45,28.56,83
2025-07-24,25.89,63.45,9.09,10.71,246.29,60.67,29.65,76.75,14.42,80,55,80,7,24,3,23.74,27.45,75
2025-07-25,24.27,65.19,10.27,11.83,249.62,60.38,29.7,76.83,12.94,77,56,77,7,25,4,25.89,23.74,80
2025-07-26,26.39,72.4,9.46,11.4,233.21,64.0,29.69,75.58,15.15,81,60,81,7,26,5,24.27,25.89,77
2025-07-27,26.16,67.95,9.3,11.33,222.96,63.25,29.38,75.42,15.4,81,57,81,7,27,6,26.39,24.27,81
2025-07-28,22.39,68.55,7.97,9.74,218.33,61.0,29.35,75.0,17.33,73,58,73,7,28,0,26.16,26.39,81
2025-07-29,20.34,53.97,7.18,8.36,202.21,59.38,29.23,76.33,19.76,68,50,68,7,29,1,22.39,26.16,73
2025-07-30,24.49,65.79,8.39,9.84,222.75,59.17,28.89,79.25,17.29,77,56,77,7,30,2,20.34,22.39,68
