date,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,temp,humidity,wind_speed,aqi_pm25,aqi_pm10,aqi,month,day,day_of_week,pm2_5_lag_1d,pm2_5_lag_2d,aqi_lag_1d
2025-07-31,26.92,74.75,11.12,12.06,252.25,56.25,28.78,80.08,12.12,82,61,82,7,31,3,24.49,20.34,77
2025-08-01,23.21,59.18,11.01,11.12,244.04,52.96,28.39,79.92,14.18,74,53,74,8,1,4,26.92,24.49,82
2025-08-02,21.65,62.0,11.82,10.68,230.83,50.67,28.07,81.25,15.78,71,54,71,8,2,5,23.21,26.92,74
2025-08-03,20.68,60.43,9.7,10.93,233.46,57.5,28.29,80.21,14.25,69,54,69,8,3,6,21.65,23.21,71
2025-08-04,18.12,49.77,10.08,10.35,218.04,55.33,28.31,79.5,15.04,64,46,64,8,4,0,20.68,21.65,69
2025-08-05,19.23,47.27,9.68,9.23,223.38,53.04,28.02,80.0,16.88,66,44,66,8,5,1,18.12,20.68,64
2025-08-06,20.94,50.06,9.4,9.97,246.96,53.5,27.98,79.62,16.07,70,46,70,8,6,2,19.23,18.12,66
2025-08-07,21.57,50.68,10.82,11.08,251.0,52.71,28.03,80.38,15.02,71,47,71,8,7,3,20.94,19.23,70
2025-08-08,18.65,42.59,8.71,9.75,223.04,53.67,28.24,76.75,16.37,65,39,65,8,8,4,21.57,20.94,71
2025-08-09,17.29,39.28,8.82,10.09,212.12,50.25,28.18,78.33,15.94,62,36,62,8,9,5,18.65,21.57,65
2025-08-10,19.41,43.31,8.88,10.34,214.25,50.21,27.99,79.04,15.4,66,40,66,8,10,6,17.29,18.65,62
2025-08-11,19.39,46.84,8.91,9.24,223.33,45.71,27.68,80.0,17.18,66,43,66,8,11,0,19.41,17.29,66
2025-08-12,18.74,39.62,8.51,8.94,223.96,46.38,27.99,77.04,18.18,65,37,65,8,12,1,19.39,19.41,66
2025-08-13,21.43,46.59,11.17,11.81,265.42,47.79,28.06,80.58,13.03,71,43,71,8,13,2,18.74,19.39,65
2025-08-14,21.78,50.84,17.96,16.39,396.21,41.17,28.46,82.0,7.26,71,47,71,8,14,3,21.43,18.74,71
2025-08-15,27.4,69.17,20.95,20.9,471.88,53.25,29.33,77.25,6.14,83,58,83,8,15,4,21.78,21.43,71
2025-08-16,27.88,64.26,21.21,21.79,323.17,61.46,29.45,77.96,7.48,84,56,84,8,16,5,27.4,21.78,83
2025-08-17,23.04,46.9,17.59,18.48,329.42,62.25,30.01,75.88,8.6,74,43,74,8,17,6,27.88,27.4,84
2025-08-18,25.5,40.17,21.62,19.54,470.46,72.0,30.55,78.12,7.79,79,37,79,8,18,0,23.04,27.88,74
2025-08-19,28.01,45.57,26.82,18.35,416.62,64.29,28.66,85.96,7.1,84,42,84,8,19,1,25.5,23.04,79
2025-08-20,29.11,35.72,23.25,13.68,1137.58,86.92,28.68,87.46,6.33,87,33,87,8,20,2,28.01,25.5,84
2025-08-21,25.75,31.4,33.17,19.0,1403.33,54.12,28.1,89.83,4.71,80,29,80,8,21,3,29.11,28.01,87
2025-08-22,24.77,32.25,26.22,17.61,359.25,67.46,28.07,87.71,12.49,78,30,78,8,22,4,25.75,29.11,80
2025-08-23,25.26,50.77,10.4,9.51,254.25,57.96,28.22,85.12,17.28,79,47,79,8,23,5,24.77,25.75,78
2025-08-24,22.13,55.66,10.82,9.71,250.46,52.38,28.17,86.75,16.2,72,51,72,8,24,6,25.26,24.77,79
2025-08-25,22.37,65.05,13.98,12.88,297.46,47.71,28.18,86.92,12.4,73,56,73,8,25,0,22.13,25.26,72
2025-08-26,26.6,85.5,16.22,13.7,334.29,44.88,28.07,85.21,9.3,81,66,81,8,26,1,22.37,22.13,73
2025-08-27,27.65,73.58,15.63,13.43,306.42,48.88,28.03,85.0,10.77,84,60,84,8,27,2,26.6,22.37,81
2025-08-28,29.28,73.41,13.82,13.4,291.58,54.0,28.05,83.67,11.03,87,60,87,8,28,3,27.65,26.6,84
2025-08-29,33.4,90.25,14.94,13.86,324.38,55.58,27.8,84.67,10.86,96,68,96,8,29,4,29.28,27.65,87
2025-08-30,39.38,100.83,18.29,16.02,324.88,54.42,28.27,82.79,9.11,111,74,111,8,30,5,33.4,29.28,96
2025-08-31,28.8,78.93,13.92,13.07,252.04,53.04,28.29,80.21,13.12,86,63,86,8,31,6,39.38,33.4,111
2025-09-01,22.87,54.77,10.73,9.93,222.04,54.71,28.1,77.62,16.59,74,51,74,9,1,0,28.8,39.38,86
2025-09-02,25.94,54.75,12.41,11.56,253.79,55.08,28.08,77.46,13.02,80,51,80,9,2,1,22.87,28.8,74
2025-09-03,31.43,65.41,17.04,14.16,271.25,51.71,28.5,72.92,10.87,92,56,92,9,3,2,25.94,22.87,80
2025-09-04,26.9,63.97,15.2,14.52,254.71,54.79,28.18,76.92,10.84,82,55,82,9,4,3,31.43,25.94,92
2025-09-05,25.99,54.36,12.86,13.12,254.17,61.21,28.69,77.92,12.5,80,51,80,9,5,4,26.9,31.43,82
2025-09-06,27.07,54.92,13.07,11.93,229.33,56.33,28.62,78.58,13.59,82,51,82,9,6,5,25.99,26.9,80
2025-09-07,23.17,44.36,12.15,11.5,231.83,55.25,28.4,78.38,14.3,74,41,74,9,7,6,27.07,25.99,82
2025-09-08,25.78,50.06,18.34,13.17,315.79,46.46,27.22,84.96,12.6,80,46,80,9,8,0,23.17,27.07,74
2025-09-09,21.21,35.51,25.48,13.0,313.83,38.46,26.12,92.25,14.86,70,33,70,9,9,1,25.78,23.17,80
2025-09-10,18.32,35.38,21.6,11.86,381.79,34.88,26.37,88.38,13.98,64,33,64,9,10,2,21.21,25.78,70
2025-09-11,17.2,32.97,19.62,13.13,398.5,35.58,26.47,87.83,10.04,62,31,62,9,11,3,18.32,21.21,64
2025-09-12,14.37,26.41,16.41,12.27,330.42,36.17,27.19,83.83,11.04,56,24,56,9,12,4,17.2,18.32,62
2025-09-13,13.7,23.47,16.32,12.85,310.21,37.79,27.49,81.38,10.62,54,22,54,9,13,5,14.37,17.2,56
2025-09-14,12.5,21.54,12.08,10.93,248.25,41.88,27.6,81.29,13.63,52,20,52,9,14,6,13.7,14.37,54
2025-09-15,13.61,25.16,9.78,9.01,236.67,41.33,27.43,81.88,17.53,54,23,54,9,15,0,12.5,13.7,52
2025-09-16,16.93,36.78,11.98,9.68,264.5,39.58,27.71,83.21,15.33,61,34,61,9,16,1,13.61,12.5,54
2025-09-17,22.88,60.03,16.94,13.99,353.21,40.79,27.72,83.79,9.99,74,53,74,9,17,2,16.93,13.61,61
2025-09-18,27.02,77.6,19.72,14.39,344.58,44.42,27.45,86.25,9.65,82,62,82,9,18,3,22.88,16.93,74
2025-09-19,28.48,91.0,19.39,13.78,316.5,40.75,27.3,82.67,10.28,85,69,85,9,19,4,27.02,22.88,82
2025-09-20,26.5,77.69,20.0,13.17,301.79,36.5,27.36,81.17,11.24,81,62,81,9,20,5,28.48,27.02,85
2025-09-21,24.22,70.12,17.14,12.56,262.25,39.92,27.5,75.83,12.0,76,58,76,9,21,6,26.5,28.48,81
2025-09-22,20.03,48.96,12.82,11.24,239.96,47.5,27.73,75.0,13.62,68,45,68,9,22,0,24.22,26.5,76
2025-09-23,18.2,38.54,12.25,10.86,231.54,47.58,27.63,78.04,14.7,64,36,64,9,23,1,20.03,24.22,68
2025-09-24,21.94,50.92,14.51,11.3,271.08,42.62,27.54,80.12,13.9,72,47,72,9,24,2,18.2,20.03,64
2025-09-25,25.35,56.82,18.24,14.26,339.92,42.67,27.64,81.83,9.33,79,52,79,9,25,3,21.94,18.2,72
2025-09-26,29.85,58.49,23.87,17.53,404.62,48.17,27.95,77.08,7.78,88,53,88,9,26,4,25.35,21.94,79
2025-09-27,22.29,35.62,22.17,17.24,323.83,53.92,28.35,77.71,9.2,72,33,72,9,27,5,29.85,25.35,88
2025-09-28,24.85,43.01,17.69,14.64,271.33,59.96,28.9,80.83,11.51,78,40,78,9,28,6,22.29,29.85,72
2025-09-29,31.88,47.02,25.82,14.38,556.29,77.71,32.48,58.21,9.49,93,44,93,9,29,0,24.85,22.29,78
2025-09-30,30.16,42.39,33.39,14.6,855.75,66.0,30.45,70.08,7.45,89,39,89,9,30,1,31.88,24.85,93
2025-10-01,16.53,17.52,13.69,9.11,617.71,77.92,29.88,70.42,9.85,60,16,60,10,1,2,30.16,31.88,89
2025-10-02,11.97,15.15,11.68,8.16,573.46,67.71,30.2,66.42,11.07,50,14,50,10,2,3,16.53,30.16,60
2025-10-03,9.3,12.74,10.91,7.89,503.04,58.96,28.75,74.21,12.78,39,12,39,10,3,4,11.97,16.53,50
2025-10-04,13.58,19.79,16.22,10.88,505.67,45.25,27.97,81.12,11.6,54,18,54,10,4,5,9.3,11.97,39
2025-10-05,14.51,21.07,12.88,11.0,322.54,57.83,28.52,78.5,12.5,56,20,56,10,5,6,13.58,9.3,54
2025-10-06,33.58,119.35,9.35,8.85,276.5,78.62,28.88,68.12,19.17,96,83,96,10,6,0,14.51,13.58,56
2025-10-07,36.73,148.92,17.28,14.0,528.42,67.42,28.79,61.67,11.32,104,97,104,10,7,1,33.58,14.51,96
2025-10-08,41.6,119.36,33.19,22.32,613.42,56.62,27.56,68.0,6.45,116,83,116,10,8,2,36.73,33.58,104
2025-10-09,40.53,100.6,30.01,21.1,629.62,61.46,27.48,66.21,7.4,113,74,113,10,9,3,41.6,36.73,116
2025-10-10,38.86,81.7,27.38,19.22,582.5,68.38,27.43,64.54,7.78,109,64,109,10,10,4,40.53,41.6,113
2025-10-11,41.45,74.15,27.46,19.73,727.33,74.17,27.22,65.25,6.38,116,60,116,10,11,5,38.86,40.53,109
2025-10-12,38.38,60.28,24.3,18.88,582.92,86.0,27.88,57.92,7.21,108,54,108,10,12,6,41.45,38.86,116
2025-10-13,38.28,52.0,22.25,16.25,603.58,88.96,27.55,61.67,8.0,108,48,108,10,13,0,38.38,41.45,108
2025-10-14,35.16,43.96,22.58,16.26,526.79,90.62,27.72,61.62,8.88,100,41,100,10,14,1,38.28,38.38,108
2025-10-15,29.35,33.62,21.59,16.02,524.12,99.33,28.06,54.21,9.53,87,31,87,10,15,2,35.16,38.28,100
2025-10-16,29.2,32.49,25.17,18.54,637.5,101.62,29.0,42.42,8.4,87,30,87,10,16,3,29.35,35.16,87
2025-10-17,32.48,38.98,31.0,20.0,693.54,99.46,28.97,38.96,7.46,94,36,94,10,17,4,29.2,29.35,87
2025-10-18,32.41,38.51,31.22,21.34,739.12,101.04,28.43,55.12,8.05,94,36,94,10,18,5,32.48,29.2,94
2025-10-19,27.48,35.05,26.75,19.0,621.58,92.88,28.76,51.54,9.0,83,32,83,10,19,6,32.41,32.48,94
2025-10-20,24.11,30.43,28.6,18.01,595.75,89.67,29.17,43.38,8.73,76,28,76,10,20,0,27.48,32.41,83
2025-10-21,33.78,40.35,37.33,19.93,886.67,77.96,29.53,39.33,7.01,97,37,97,10,21,1,24.11,27.48,76
2025-10-22,36.17,43.61,32.32,16.12,702.25,91.83,31.04,29.0,10.34,103,40,103,10,22,2,33.78,24.11,97
2025-10-23,38.77,49.9,43.9,18.19,902.75,82.25,29.82,33.17,7.59,109,46,109,10,23,3,36.17,33.78,103
2025-10-24,36.7,41.85,52.96,21.52,1223.25,75.67,29.74,31.75,7.47,104,39,104,10,24,4,38.77,36.17,109
2025-10-25,27.22,31.0,36.4,14.69,1102.42,84.54,30.21,27.04,7.56,83,29,83,10,25,5,36.7,38.77,104
2025-10-26,22.81,25.68,19.08,11.35,571.29,100.79,30.64,23.71,12.33,74,24,74,10,26,6,27.22,36.7,83
2025-10-27,24.96,28.95,13.75,10.78,506.54,105.17,30.4,24.58,15.67,78,27,78,10,27,0,22.81,27.22,74
2025-10-28,34.65,41.33,11.39,13.06,500.46,115.04,29.46,32.58,16.59,98,38,98,10,28,1,24.96,22.81,78
2025-10-29,35.02,39.1,12.06,11.47,469.79,100.21,28.97,36.12,16.18,99,36,99,10,29,2,34.65,24.96,98
2025-10-30,31.92,36.17,15.21,11.09,464.75,91.92,29.49,35.62,14.62,93,33,93,10,30,3,35.02,34.65,99
2025-10-31,55.72,68.83,28.83,19.46,929.04,89.0,29.55,34.67,7.62,151,58,151,10,31,4,31.92,35.02,93
2025-11-01,72.42,82.18,50.03,24.84,1176.83,68.67,27.8,38.75,7.79,160,64,160,11,1,5,55.72,31.92,151
2025-11-02,54.9,61.38,43.22,26.95,963.5,70.54,27.46,50.58,7.99,149,54,149,11,2,6,72.42,55.72,160
2025-11-03,33.17,56.49,23.44,14.12,710.79,60.38,25.77,77.83,9.14,95,52,95,11,3,0,54.9,72.42,149
2025-11-04,28.04,45.04,22.22,12.62,452.88,69.42,28.22,45.58,12.67,85,42,85,11,4,1,33.17,54.9,95
2025-11-05,31.83,44.78,35.86,13.62,984.67,65.5,27.17,23.54,8.99,92,41,92,11,5,2,28.04,33.17,85
2025-11-06,52.15,67.57,48.85,26.75,1097.29,73.12,25.07,38.58,6.88,142,57,142,11,6,3,31.83,28.04,92
2025-11-07,43.67,61.51,34.07,19.54,796.46,74.08,24.7,51.54,7.66,121,54,121,11,7,4,52.15,31.83,142
2025-11-08,42.45,55.75,30.42,17.96,936.08,73.25,23.88,66.75,7.51,118,51,118,11,8,5,43.67,52.15,121
2025-11-09,43.54,70.75,38.69,22.98,1460.04,51.33,23.62,68.88,5.54,121,59,121,11,9,6,42.45,43.67,118
2025-11-10,35.01,48.02,41.15,23.08,1276.0,53.38,23.5,66.38,5.6,99,44,99,11,10,0,43.54,42.45,121
2025-11-11,41.22,48.5,47.51,30.45,1232.25,55.96,23.35,69.29,5.35,115,45,115,11,11,1,35.01,43.54,99
2025-11-12,31.22,37.9,39.43,25.24,819.25,65.46,23.72,70.0,6.52,91,35,91,11,12,2,41.22,35.01,115
2025-11-13,27.47,38.18,29.78,25.4,778.92,79.12,23.95,67.38,6.91,83,35,83,11,13,3,31.22,41.22,91
2025-11-14,27.65,34.76,33.6,23.96,808.12,68.92,23.92,60.25,7.52,84,32,84,11,14,4,27.47,31.22,83
2025-11-15,29.58,34.16,40.05,25.22,875.08,64.83,23.97,48.46,7.79,88,32,88,11,15,5,27.65,27.47,84
2025-11-16,30.93,31.5,46.45,24.38,1228.58,71.12,24.54,37.79,7.06,91,29,91,11,16,6,29.58,27.65,88
2025-11-17,34.17,34.7,48.02,33.01,1008.71,79.75,23.68,40.0,6.55,97,32,97,11,17,0,30.93,29.58,91
2025-11-18,41.91,44.12,42.6,32.35,781.0,78.58,23.23,58.08,6.52,117,41,117,11,18,1,34.17,30.93,97
2025-11-19,41.47,44.09,40.72,30.62,810.96,73.75,23.06,62.79,6.57,116,41,116,11,19,2,41.91,34.17,117
2025-11-20,35.57,36.72,31.76,30.13,801.42,84.17,23.14,66.67,7.02,101,34,101,11,20,3,41.47,41.91,116
2025-11-21,40.09,40.99,41.77,33.31,956.54,72.08,23.56,54.5,6.43,112,38,112,11,21,4,35.57,41.47,101
2025-11-22,55.26,59.16,43.88,30.61,1009.54,80.21,23.49,50.71,6.83,150,53,150,11,22,5,40.09,35.57,112
2025-11-23,65.78,72.98,48.75,33.47,1134.46,68.58,22.94,52.67,6.59,156,60,156,11,23,6,55.26,40.09,150
2025-11-24,48.92,51.74,48.6,25.59,1151.08,60.67,22.87,43.79,7.2,134,48,134,11,24,0,65.78,55.26,156
2025-11-25,38.79,40.38,25.95,19.06,720.46,90.62,22.96,32.25,10.22,109,37,109,11,25,1,48.92,65.78,134
2025-11-26,38.55,39.61,26.62,18.62,862.38,92.25,23.3,30.54,7.7,109,37,109,11,26,2,38.79,48.92,109
2025-11-27,33.68,34.63,16.08,16.18,617.71,103.5,22.91,28.04,12.01,96,32,96,11,27,3,38.55,38.79,109
2025-11-28,37.54,38.53,16.44,20.42,704.5,111.29,22.47,29.08,11.85,106,36,106,11,28,4,33.68,38.55,96
2025-11-29,40.78,41.71,19.54,23.71,797.29,112.62,22.25,31.79,10.0,114,39,114,11,29,5,37.54,33.68,106
2025-11-30,35.73,36.28,32.07,28.13,915.29,92.38,21.69,36.25,7.85,102,34,102,11,30,6,40.78,37.54,114
2025-12-01,30.06,34.98,42.71,23.47,1097.62,54.92,21.41,47.58,7.03,89,32,89,12,1,0,35.73,40.78,102
2025-12-02,40.03,49.65,49.77,35.85,1257.21,62.79,20.69,43.12,6.21,112,46,112,12,2,1,30.06,35.73,89
2025-12-03,25.77,27.22,24.37,15.79,664.0,85.67,21.31,27.42,10.0,80,25,80,12,3,2,40.03,30.06,112
2025-12-04,25.92,26.68,19.91,17.47,752.25,90.04,22.32,26.54,8.62,80,25,80,12,4,3,25.77,40.03,80
2025-12-05,22.05,22.23,27.53,18.36,1134.67,78.38,21.66,32.79,6.56,72,21,72,12,5,4,25.92,25.77,80
2025-12-06,25.0,25.2,21.17,14.9,720.29,80.75,22.81,28.04,10.12,78,23,78,12,6,5,22.05,25.92,72
2025-12-07,45.61,45.92,33.7,22.01,928.08,70.75,22.49,27.96,7.15,126,43,126,12,7,6,25.0,22.05,78
2025-12-08,29.92,30.24,31.89,16.76,931.71,71.25,22.65,28.92,6.86,88,28,88,12,8,0,45.61,25.0,126
2025-12-09,27.79,29.22,34.02,23.86,1244.17,74.75,22.75,32.5,6.22,84,27,84,12,9,1,29.92,45.61,88
2025-12-10,29.77,30.11,49.18,32.23,1229.42,56.33,21.56,42.75,5.79,88,28,88,12,10,2,27.79,29.92,84
2025-12-11,25.58,28.98,42.1,26.47,1121.5,62.38,20.72,75.42,5.23,79,27,79,12,11,3,29.77,27.79,88
2025-12-12,26.55,29.63,39.92,21.72,842.62,54.67,20.27,80.5,6.16,81,27,81,12,12,4,25.58,29.77,79
2025-12-13,23.23,25.38,34.68,21.36,936.62,60.96,21.6,72.5,5.93,74,23,74,12,13,5,26.55,25.58,81
2025-12-14,37.12,40.6,47.24,31.77,1077.88,56.29,21.13,63.21,6.16,105,38,105,12,14,6,23.23,26.55,74
2025-12-15,57.43,61.25,28.72,20.38,924.29,85.96,21.6,44.96,8.06,152,54,152,12,15,0,37.12,23.23,105
2025-12-16,50.3,52.82,13.92,20.05,957.17,107.38,22.14,43.46,12.0,137,49,137,12,16,1,57.43,37.12,152
2025-12-17,50.11,52.27,23.38,25.28,1051.67,99.04,22.39,40.17,9.93,137,48,137,12,17,2,50.3,57.43,137
2025-12-18,43.39,45.95,40.09,32.29,1180.12,82.92,21.55,45.38,7.16,120,43,120,12,18,3,50.11,50.3,137
2025-12-19,49.46,51.73,47.08,30.17,1752.42,81.29,22.57,43.33,5.72,135,48,135,12,19,4,43.39,50.11,120
2025-12-20,59.3,61.27,54.96,34.95,1492.62,72.75,23.25,48.46,4.72,153,54,153,12,20,5,49.46,43.39,135
2025-12-21,33.99,44.04,32.95,19.48,952.71,58.71,22.52,72.12,5.95,97,41,97,12,21,6,59.3,49.46,153
2025-12-22,35.3,46.13,35.92,20.67,787.5,64.79,22.2,50.33,7.28,100,43,100,12,22,0,33.99,59.3,97
2025-12-23,53.18,57.99,22.47,22.96,800.96,91.38,22.01,48.17,10.09,145,52,145,12,23,1,35.3,33.99,100
2025-12-24,38.01,44.76,34.44,21.7,861.88,72.08,20.65,46.46,7.58,107,41,107,12,24,2,53.18,35.3,145
2025-12-25,44.02,47.16,46.88,36.74,972.83,61.92,19.58,56.67,6.1,122,44,122,12,25,3,38.01,53.18,107
2025-12-26,39.87,42.45,38.34,32.72,964.46,63.71,19.71,67.25,5.96,112,39,112,12,26,4,44.02,38.01,122
2025-12-27,49.38,51.54,55.16,32.5,954.75,69.42,20.16,49.21,7.04,135,48,135,12,27,5,39.87,44.02,112
2025-12-28,41.17,41.78,49.14,33.56,974.79,70.46,20.31,42.54,6.66,115,39,115,12,28,6,49.38,39.87,135
2025-12-29,46.64,47.6,37.5,33.36,1040.88,83.46,20.22,47.92,6.79,128,44,128,12,29,0,41.17,49.38,115
2025-12-30,46.46,48.9,27.98,20.53,1119.88,75.75,20.45,68.0,7.26,128,45,128,12,30,1,46.64,41.17,128
2025-12-31,20.2,31.64,26.5,15.2,627.92,65.17,21.17,64.42,9.61,68,29,68,12,31,2,46.46,46.64,128
2026-01-01,50.88,64.73,41.08,23.55,951.38,62.21,19.88,59.88,6.55,139,56,139,1,1,3,20.2,46.46,68
2026-01-02,56.7,78.38,45.85,27.08,1000.83,62.46,19.78,53.38,6.89,152,63,152,1,2,4,50.88,20.2,139
2026-01-03,53.38,67.83,48.02,30.7,1212.79,67.12,18.87,57.83,5.76,145,57,145,1,3,5,56.7,50.88,152
2026-01-04,60.02,97.15,41.81,30.44,1132.58,64.29,18.92,71.58,5.92,153,72,153,1,4,6,53.38,56.7,145
2026-01-05,57.58,87.32,48.15,29.89,1032.96,71.62,19.58,67.17,5.99,152,67,152,1,5,0,60.02,53.38,153
2026-01-06,38.09,46.18,20.4,14.17,743.83,91.33,20.0,48.79,10.03,107,43,107,1,6,1,57.58,60.02,152
2026-01-07,41.41,46.3,15.15,14.58,648.17,99.58,19.08,44.75,11.74,116,43,116,1,7,2,38.09,57.58,107
2026-01-08,30.03,31.17,16.17,13.68,687.25,97.04,18.11,37.67,12.2,89,29,89,1,8,3,41.41,38.09,116
2026-01-09,23.98,25.35,24.69,16.36,917.0,89.29,17.8,35.54,7.49,76,23,76,1,9,4,30.03,41.41,89
2026-01-10,28.81,30.32,27.64,20.88,940.88,89.58,18.07,34.96,8.45,86,28,86,1,10,5,23.98,30.03,76
2026-01-11,35.57,37.68,20.1,15.29,784.5,90.04,17.43,37.46,9.58,101,35,101,1,11,6,28.81,23.98,86
2026-01-12,50.07,52.33,40.41,25.56,1271.42,87.5,16.95,49.08,6.17,137,48,137,1,12,0,35.57,28.81,101
2026-01-13,42.85,44.47,46.78,26.57,1513.92,70.67,18.25,46.46,5.68,119,41,119,1,13,1,50.07,35.57,137
2026-01-14,42.52,49.11,41.22,21.89,1540.33,54.92,19.28,60.58,5.4,118,45,118,1,14,2,42.85,50.07,119
2026-01-15,33.8,40.77,37.29,19.06,1272.92,57.04,20.64,77.25,6.26,97,38,97,1,15,3,42.52,42.85,118
2026-01-16,40.3,49.57,45.65,22.12,1285.71,48.58,20.85,73.08,6.5,113,46,113,1,16,4,33.8,42.52,97
2026-01-17,29.39,55.89,25.87,14.28,600.58,70.29,21.96,69.67,8.58,87,51,87,1,17,5,40.3,33.8,113
2026-01-18,33.38,55.26,29.68,22.97,1092.54,68.04,20.56,69.67,6.48,96,51,96,1,18,6,29.39,40.3,87
2026-01-19,41.37,86.98,32.68,20.55,1207.0,60.88,20.48,68.67,5.72,115,67,115,1,19,0,33.38,29.39,96
2026-01-20,33.04,61.52,28.82,18.52,1233.62,61.88,20.05,58.5,5.67,95,54,95,1,20,1,41.37,33.38,115
2026-01-21,29.65,45.05,31.89,21.15,895.0,62.67,19.55,62.54,6.13,88,42,88,1,21,2,33.04,41.37,95
2026-01-22,30.3,59.35,31.52,15.95,758.71,55.12,18.81,68.25,11.61,89,53,89,1,22,3,29.65,33.04,88
2026-01-23,34.1,114.63,19.87,16.79,397.29,69.17,13.6,42.88,11.81,97,81,97,1,23,4,30.3,29.65,89
2026-01-24,25.99,53.33,23.47,11.77,522.42,65.92,14.59,42.62,12.42,80,49,80,1,24,5,34.1,30.3,97
2026-01-25,20.32,23.5,12.15,10.99,581.42,88.79,15.71,37.5,15.31,68,22,68,1,25,6,25.99,34.1,80
2026-01-26,25.52,27.08,22.72,20.17,577.04,93.29,17.1,37.42,11.48,79,25,79,1,26,0,20.32,25.99,68
2026-01-27,19.14,23.96,23.43,25.48,745.04,83.58,17.78,40.08,8.05,66,22,66,1,27,1,25.52,20.32,79
2026-01-28,34.77,38.36,44.56,25.06,1053.46,62.92,18.56,47.96,7.23,99,36,99,1,28,2,19.14,25.52,66
2026-01-29,25.44,32.8,32.39,15.87,752.96,69.62,19.01,44.25,8.11,79,30,79,1,29,3,34.77,19.14,99
2026-01-30,23.8,31.52,29.68,18.01,701.29,83.88,19.46,44.33,9.05,76,29,76,1,30,4,25.44,34.77,79
2026-01-31,34.82,41.52,34.41,24.05,850.38,83.88,19.45,50.58,7.57,99,38,99,1,31,5,23.8,25.44,76
2026-02-01,31.22,50.67,28.8,18.58,862.62,71.83,20.46,70.12,6.61,91,47,91,2,1,6,34.82,23.8,99
2026-02-02,37.47,53.72,37.17,16.88,807.29,61.96,21.99,50.96,7.85,106,50,106,2,2,0,31.22,34.82,91
2026-02-03,44.28,66.03,38.63,16.51,871.29,64.29,22.34,43.04,8.27,123,56,123,2,3,1,37.47,31.22,106
2026-02-04,29.32,40.3,26.33,12.6,655.46,76.29,23.37,35.29,11.21,87,37,87,2,4,2,44.28,37.47,123
2026-02-05,39.65,45.97,30.15,19.02,831.17,85.33,23.69,33.25,10.72,111,43,111,2,5,3,29.32,44.28,87
2026-02-06,32.43,36.19,37.12,23.35,818.54,83.79,22.17,43.25,7.85,94,34,94,2,6,4,39.65,29.32,111
2026-02-07,36.36,48.88,30.37,20.2,904.54,81.17,21.92,72.08,7.01,103,45,103,2,7,5,32.43,39.65,94
2026-02-08,48.85,61.92,40.03,25.62,965.83,69.92,21.37,72.46,6.49,134,54,134,2,8,6,36.36,32.43,103
2026-02-09,32.27,59.99,19.39,12.13,441.33,63.83,22.1,75.17,10.91,93,53,93,2,9,0,48.85,36.36,134
2026-02-10,33.66,68.81,21.74,14.14,545.5,74.5,22.8,74.88,7.72,96,58,96,2,10,1,32.27,48.85,93
2026-02-11,46.88,60.78,29.91,17.47,689.5,79.08,23.99,49.0,11.34,129,54,129,2,11,2,33.66,32.27,96
2026-02-12,39.11,48.23,28.6,18.54,655.46,89.21,23.75,44.54,8.85,110,45,110,2,12,3,46.88,33.66,129
2026-02-13,44.22,56.47,40.29,26.05,905.96,69.96,22.44,69.08,7.43,122,52,122,2,13,4,39.11,46.88,110
2026-02-14,25.79,32.59,28.25,18.82,739.29,67.46,21.98,77.79,6.68,80,30,80,2,14,5,44.22,39.11,122
2026-02-15,33.26,54.07,26.35,17.33,527.17,61.46,21.96,84.62,7.38,95,51,95,2,15,6,25.79,44.22,80
2026-02-16,31.88,52.18,22.87,14.08,458.21,65.46,22.57,75.58,9.95,93,48,93,2,16,0,33.26,25.79,95
2026-02-17,30.87,53.4,27.46,20.99,865.54,73.08,21.91,75.38,5.66,90,49,90,2,17,1,31.88,33.26,93
2026-02-18,32.35,48.4,25.96,18.68,656.5,94.46,21.73,57.25,8.78,94,45,94,2,18,2,30.87,31.88,90
2026-02-19,26.92,38.4,19.7,12.57,566.75,97.88,24.88,39.71,12.28,82,36,82,2,19,3,32.35,30.87,94
2026-02-20,25.73,40.83,14.32,10.62,484.88,107.71,26.07,33.12,13.02,80,38,80,2,20,4,26.92,32.35,82
2026-02-21,34.57,80.94,17.83,16.71,554.17,125.42,25.59,38.04,10.56,98,64,98,2,21,5,25.73,26.92,80
2026-02-22,30.97,49.99,24.58,16.72,548.54,102.38,23.71,69.46,9.77,91,46,91,2,22,6,34.57,25.73,98
2026-02-23,33.97,61.89,25.9,16.64,641.21,88.79,23.66,75.04,7.82,97,54,97,2,23,0,30.97,34.57,91
2026-02-24,32.58,62.95,25.93,14.46,819.67,76.08,23.95,70.12,7.29,94,55,94,2,24,1,33.97,30.97,97
2026-02-25,27.91,37.72,28.72,18.89,699.29,74.12,24.17,65.79,7.59,84,35,84,2,25,2,32.58,33.97,94
2026-02-26,22.49,29.92,20.68,13.55,545.46,77.38,24.67,69.58,8.79,73,28,73,2,26,3,27.91,32.58,84
2026-02-27,23.98,40.58,16.62,12.84,386.0,85.79,24.3,70.67,12.0,76,38,76,2,27,4,22.49,27.91,73
